epoch,train_constraint_penalty,train_loss,train_prediction_loss,val_complement_component_loss,val_complement_energy,val_constraint_violation_max,val_constraint_violation_mean,val_constraint_violation_relative_max,val_constraint_violation_relative_mean,val_loss,val_protected_component_loss,val_protected_energy,val_rollout_protected_relative_drift,val_rollout_violation_final
1,0.2678566100405613,2.9962782707697597,0.3177121885675796,0.001983725233003497,0.001983725233003497,6.324357032775879,4.157163619995117,0.05601728335022926,0.04840805381536484,0.008673158474266529,0.006689433474093676,0.9503000378608704,816.872802734375,42154.8203125
2,0.00550287315037479,0.0638063884771205,0.00877765684146366,0.0009390999912284315,0.0009390999912284315,4.051103591918945,2.866856098175049,0.03895673528313637,0.03300778567790985,0.0027486190665513277,0.0018095191335305572,0.9787567257881165,276.5079345703125,16485.263671875
3,0.0023763147529592154,0.02728989201805967,0.0035267447591082663,0.0007133379695005715,0.0007133379695005715,3.889732599258423,3.0480904579162598,0.03836951032280922,0.034986965358257294,0.0016314095119014382,0.0009180715424008667,0.9749221205711365,7.664407730102539,461.1195373535156
4,0.0020968424125320947,0.02357134029100921,0.0026029163042779317,0.0004270279314368963,0.0004270279314368963,2.536634683609009,1.9594459533691406,0.027815591543912888,0.02276834473013878,0.0009640697971917689,0.0005370417493395507,0.971455991268158,33.55208206176758,1964.6864013671875
5,0.0012207696872725809,0.013735284335156209,0.001527587287309915,0.0002550361678004265,0.0002550361678004265,2.205704927444458,1.4604460000991821,0.018256112933158875,0.016781600192189217,0.0005601931479759514,0.00030515692196786404,0.9637656807899475,14.139952659606934,740.9944458007812
6,0.0005378710661511027,0.006264585321905576,0.0008858746387887751,3.575082519091666e-05,3.575082519091666e-05,1.163622260093689,0.550574004650116,0.009589304216206074,0.006292852573096752,0.0001981393579626456,0.00016238847456406802,0.971571147441864,2.2709412574768066,72.2965087890625
7,0.00038125769538527424,0.0044530342496199235,0.0006404572892641268,1.9128516214550473e-05,1.9128516214550473e-05,1.0486793518066406,0.3840799927711487,0.008632803335785866,0.004375722259283066,0.00014945129805710167,0.00013032271817792207,0.9722805619239807,1.2209346294403076,32.94615936279297
8,0.00029814217649133006,0.0034976018446592,0.0005161800965898749,2.2966636606724933e-05,2.2966636606724933e-05,0.9856757521629333,0.4667130708694458,0.00811521802097559,0.005359645001590252,0.0001391396508552134,0.00011617295967880636,0.9716682434082031,1.0050990581512451,27.363231658935547
9,0.00033423187106609533,0.0038046237417884506,0.0004623049974750832,3.802019273280166e-05,3.802019273280166e-05,1.075072169303894,0.6457242369651794,0.008840705268085003,0.007364284247159958,0.00013695424422621727,9.893396781990305e-05,0.9733986258506775,0.7088072896003723,18.894168853759766
10,0.00018774935647071156,0.0022389926630389557,0.0003614990801552722,1.3011559531150851e-05,1.3011561350140255e-05,0.8448194861412048,0.3230148255825043,0.006946085952222347,0.0036936309188604355,9.673279419075698e-05,8.372115553356707e-05,0.9729372262954712,0.9267140030860901,20.398082733154297
11,0.0001840212423100235,0.0021624021459273057,0.0003221897261852048,2.221201611973811e-05,2.221201611973811e-05,0.8576568961143494,0.5079548358917236,0.007055095862597227,0.005868928041309118,9.33847768465057e-05,7.117266795830801e-05,0.9715187549591064,0.7064069509506226,16.632246017456055
12,0.0002154922803638728,0.0024665950937367183,0.00031167226950498694,9.42242877499666e-06,9.42242877499666e-06,0.6967240571975708,0.27737510204315186,0.005727729294449091,0.0031759929843246937,7.748330244794488e-05,6.806078454246745e-05,0.9724206924438477,1.098489761352539,29.387636184692383
13,0.00013420848347947697,0.0015887305214694076,0.00024664570828041195,1.0256628229399212e-05,1.0256628229399212e-05,0.6565207839012146,0.30368420481681824,0.0053944033570587635,0.0034703609999269247,6.862985173938796e-05,5.8373108913656324e-05,0.9729779362678528,0.6392570734024048,14.22104263305664
14,0.0001605167967976345,0.0018420825282825892,0.00023691457839397273,1.793993760657031e-05,1.793993760657031e-05,0.6931734085083008,0.37727031111717224,0.005697141867130995,0.004323382396250963,7.57858288125135e-05,5.784578388556838e-05,0.9725584387779236,0.6106675267219543,13.223605155944824
15,0.00018262043168528917,0.002064347462597848,0.00023814312282435695,1.896308094728738e-05,1.896308094728738e-05,0.7354748249053955,0.4623561203479767,0.006042759865522385,0.005264349281787872,7.764466863591224e-05,5.868148218723945e-05,0.9732288122177124,0.3801588714122772,7.4613142013549805
16,8.699354515294403e-05,0.001053385882864687,0.00018345042994934998,7.779285624565091e-06,7.779285624565091e-06,0.6005663275718689,0.2567189931869507,0.004932612180709839,0.0029412535950541496,5.46989067515824e-05,4.691950380220078e-05,0.9731969237327576,0.6598529815673828,15.760229110717773
17,0.00014345419258550174,0.001621695846018992,0.0001871539212300491,8.618477295385674e-05,8.618477295385674e-05,1.3087530136108398,1.1428977251052856,0.01988757587969303,0.013636650517582893,0.00017839940846897662,9.221453365171328e-05,0.9751975536346436,1.0517724752426147,28.79397964477539
18,0.0001824774970437664,0.0020370956869074966,0.00021232071538599065,3.647369521786459e-05,3.6473698855843395e-05,0.8127355575561523,0.6396658420562744,0.008133853785693645,0.007373008411377668,8.534522930858657e-05,4.887142131337896e-05,0.9733865261077881,0.3714851438999176,9.126818656921387
19,9.010983576467352e-05,0.0010562278934434894,0.00015512953236754824,2.0285668142605573e-05,2.0285668142605573e-05,0.7484102249145508,0.5024102926254272,0.006145831197500229,0.00573124410584569,6.348466558847576e-05,4.319887375459075e-05,0.9734243154525757,0.31850433349609375,7.825368404388428
20,0.0001432589013079012,0.0015979447613569187,0.00016535575373265415,6.889239102747524e-06,6.889239102747524e-06,0.5232986211776733,0.23348432779312134,0.004299729131162167,0.0027053384110331535,4.89559315610677e-05,4.206658559269272e-05,0.9724785685539246,0.2332843840122223,6.227627277374268
