commutator_error,fit_loss,routing_commutator_error,training_loss,variant
5.204170427929501e-17,0.04687504753040478,,0.04687504753040478,learned_hard_compatible_restriction
0.07724306345884312,0.07201192212937185,,0.1316768306544405,learned_soft_penalty_restriction
0.413441408300522,1.2846559535681566e-06,,1.2846559535681566e-06,learned_unconstrained_restriction
,0.037465427843757025,1.3436069484289771e-15,0.037465427843757025,learned_hard_compatible_router
,0.11346520373653017,0.0024191056816714918,0.11352372445952112,learned_soft_penalty_router
,0.0005136431364352003,0.6184715563396781,0.0005136431364352003,learned_unconstrained_router
