epoch,train_constraint_penalty,train_loss,train_prediction_loss,val_complement_component_loss,val_complement_energy,val_constraint_violation_max,val_constraint_violation_mean,val_loss,val_protected_component_loss,val_protected_energy,val_rollout_protected_relative_drift,val_rollout_violation_final
1,0.00014108428854342492,0.14806409180164337,0.14806409180164337,7.609638123540208e-05,8.312016143463552e-05,0.01923711784183979,0.008266206830739975,0.04459183290600777,0.04451576620340347,0.8991765975952148,1.9197570085525513,0.2632808983325958
2,5.860400960955303e-05,0.04476882377639413,0.04476882377639413,1.2505728591349907e-05,1.5409703337354586e-05,0.011463448405265808,0.003072720021009445,0.018420610576868057,0.018407290801405907,0.9301519393920898,1.5405652523040771,0.06761793792247772
3,1.8959673752760864e-05,0.02447562338784337,0.02447562338784337,2.671230504347477e-06,3.592055463741417e-06,0.00523801613599062,0.0016293140361085534,0.010071314871311188,0.010068275034427643,0.9263447523117065,1.0247509479522705,0.03680415451526642
