epoch,train_constraint_penalty,train_loss,train_prediction_loss,val_complement_component_loss,val_complement_energy,val_constraint_violation_max,val_constraint_violation_mean,val_loss,val_protected_component_loss,val_protected_energy,val_rollout_protected_relative_drift,val_rollout_violation_final
1,1.0345914176923543e-05,0.003708276490215212,0.003708276490215212,2.916625163607023e-08,5.832949341311178e-07,0.003126502735540271,0.0007118091452866793,0.0014368514530360699,0.0014368214178830385,0.8891173005104065,5.771394353359938e-05,0.0011490292381495237
2,3.8092571230663452e-06,0.003701921450556256,0.003701921450556256,5.907316236175575e-08,1.9524892991285014e-07,0.002041870029643178,0.0004885884700343013,0.0014368828851729631,0.0014368214178830385,0.8891172409057617,9.320396202383563e-05,0.00016952739679254591
3,2.1486388632752096e-06,0.0037006894417572767,0.0037006894417572767,7.169479943058832e-08,1.7135334928752854e-07,0.0019455801229923964,0.0004694053786806762,0.0014368959236890078,0.0014368214178830385,0.8891172409057617,9.467190102441236e-05,0.00016802328173071146
