epoch,train_constraint_penalty,train_loss,train_prediction_loss,val_complement_component_loss,val_complement_energy,val_constraint_violation_max,val_constraint_violation_mean,val_loss,val_protected_component_loss,val_protected_energy,val_rollout_protected_relative_drift,val_rollout_violation_final
1,0.0007589911406284955,0.11157111264765263,0.10398120153695345,1.1175208783242851e-05,1.175400484498823e-05,0.010757639072835445,0.0026469307485967875,0.0445813424885273,0.044569533318281174,1.006489634513855,0.9130678772926331,0.029340408742427826
2,0.00010136363516721758,0.050209017004817724,0.049195381347090006,1.3498701264325064e-05,1.3986280464450829e-05,0.006262215320020914,0.0034805098548531532,0.022630613297224045,0.02261596918106079,0.9993900656700134,0.6722263097763062,0.013080781325697899
