epoch,train_constraint_penalty,train_loss,train_prediction_loss,val_complement_component_loss,val_complement_energy,val_constraint_violation_max,val_constraint_violation_mean,val_constraint_violation_relative_max,val_constraint_violation_relative_mean,val_loss,val_protected_component_loss,val_protected_energy,val_rollout_protected_relative_drift,val_rollout_violation_final
11,0.00014119391073799727,9.69521926348672e-05,9.69521926348672e-05,9.250464833991931e-20,4.627797969364587e-20,3.3474984775239136e-06,2.3734260139463004e-06,2.8469145263443352e-08,2.694718759244097e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.5982701273564714e-10,2.270234290335793e-06
12,0.00012514679705833854,8.884632641347796e-05,8.884632641347796e-05,9.250490683386073e-20,4.6278192951147545e-20,3.3474984775239136e-06,2.373426241319976e-06,2.8469145263443352e-08,2.694718759244097e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.6030793359433915e-10,2.2702345177094685e-06
13,0.00010731443055616567,7.976040184970886e-05,7.976040184970886e-05,9.250476466219295e-20,4.6278192951147545e-20,3.34749665853451e-06,2.373427378188353e-06,2.8469145263443352e-08,2.6947198250582005e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.5949332132780825e-10,2.2702333808410913e-06
14,9.549812022360639e-05,7.367468141536746e-05,7.367468141536746e-05,9.250477112454149e-20,4.627799584951721e-20,3.347497568029212e-06,2.373426923441002e-06,2.8469145263443352e-08,2.6947198250582005e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.5982701273564714e-10,2.270234290335793e-06
15,8.449134381804377e-05,6.814049463036842e-05,6.814049463036842e-05,9.250452555529714e-20,4.627783752197809e-20,3.347493475303054e-06,2.3734251044515986e-06,2.8469145263443352e-08,2.6947171605229414e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,2.3750454380966346e-10,2.2702176920574857e-06
16,7.625883459713382e-05,6.38823859469359e-05,6.38823859469359e-05,9.250476466219295e-20,4.6278060473002565e-20,3.3474937026767293e-06,2.3734264686936513e-06,2.8469145263443352e-08,2.6947192921511487e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.5982701273564714e-10,2.270234290335793e-06
17,6.42409483719218e-05,5.7750894870794966e-05,5.7750894870794966e-05,9.250504254317998e-20,4.627827696167851e-20,3.3474939300504047e-06,2.3734276055620285e-06,2.8469145263443352e-08,2.6947196474225166e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.598169652172743e-10,2.2702377009409247e-06
18,6.04238287187966e-05,5.577394989551834e-05,5.577394989551834e-05,9.250470650105613e-20,4.6277944150728925e-20,3.347493475303054e-06,2.3734264686936513e-06,2.8469145263443352e-08,2.6947189368797808e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.7108750527405903e-10,2.2702427031617844e-06
19,5.291329362702309e-05,5.194667778957251e-05,5.194667778957251e-05,9.25046095658281e-20,4.627785044667516e-20,3.347495066918782e-06,2.3734264686936513e-06,2.8469145263443352e-08,2.6947192921511487e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.6604131958253276e-10,2.2702561182086356e-06
20,4.751031218679117e-05,4.920674250853476e-05,4.920674250853476e-05,9.250477112454149e-20,4.62780572418283e-20,3.347494612171431e-06,2.3734266960673267e-06,2.8469145263443352e-08,2.6947194697868326e-08,2.320997191418428e-05,2.320997191418428e-05,0.9746370911598206,1.6027668081619595e-10,2.2702345177094685e-06
